id,brand,name,assistant,version,model_scope,market,status,family,surface,trigger,modalities,context,referential_type,referential_modes,capabilities,action_result,limitations,evidence_ids,evidence_grade,flow_steps,media_ids,visual_status,video_status,verification_note,entry_evidence_grade,source_type,source_path,created_in,feature_id,feature_name,slide,source_urls
SAM-E007,samsung,Edge Panel AI Select,Gemini / Bixby / Galaxy AI,One UI7已有面板入口；此流程按S26支持页,已适配AI Select的Galaxy手机；不是所有带Edge Panel机型。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,系统侧边栏,Edge Panel,向内滑动 Edge handle 打开面板 → 点击 AI Select,触控,Edge Panel,圈选／框选,圈选／框选 | 文本选择 | 自动对象识别,屏幕区域识别 | 内容动作,屏幕区域识别；内容动作,随设备、地区、语言和应用版本变化,SRC-069,A,向内滑动 Edge handle 打开面板 | 点击 AI Select | 点对象或框选区域并调整边角 | 点击高亮区域选择文字、地图或其他动作,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F04,Edge AI Select,114,https://www.samsung.com/us/support/answer/ANS10010424/
SAM-E026,samsung,长按 Edge handle 进入 AI Select,Gemini / Bixby / Galaxy AI,已核S25 Ultra SM-S938B固件2026-05-20、One UI8.5,此直接证据只覆盖SM-S938B所示分支；不能外推所有地区Galaxy或每个8.5机型。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,系统侧边栏,Edge handle,长按屏幕边缘 Edge handle → 选择屏幕中目标,触控/按键,Edge handle,点击对象,点击对象 | 圈选／框选 | 文本选择 | 截图裁切,屏幕内容选择,屏幕内容选择,随设备、地区、语言和应用版本变化,SRC-075 | SRC-069 | AS31-S01,A,长按屏幕边缘 Edge handle | 选择屏幕中目标 | 选择可用后续动作,MED-I009 | AS31-01 | AS31-02 | AR32-01 | AR32-02 | AR32-03 | AR32-04,Official Samsung simulated tutorial; other entry branches retained,LOCAL_CLIP_WITH_MARKET_BOUNDARY,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F04,Edge AI Select,114,https://doc.samsungmobile.com/SM-S938B/032555250224/mlt.html | https://www.samsung.com/us/support/answer/ANS10010424/ | https://www.youtube.com/watch?v=eoXIKRmhw7M
SAM-E039,samsung,截图工具栏 AI Select,Galaxy AI（按入口）,截至2026-09-08专项支持页；具体版本见model_scope,S26专项支持页列出的兼容Galaxy AI Select版本；不外推所有旧型号。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,截屏,截屏预览工具栏,对目标屏幕截图 → 点击截图工具栏上的 AI Select,触控,截屏预览工具栏,截图裁切,截图裁切,截图区域识别与动作,截图区域识别与动作,依来源所列语言/市场/机型开放；未真机复现。,SRC-069,A,对目标屏幕截图 | 点击截图工具栏上的 AI Select | 点选或框选目标并调整选区 | 点击高亮内容选择后续动作,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,SAM-F04,Edge AI Select,114,https://www.samsung.com/us/support/answer/ANS10010424/
SAM-E040,samsung,S Pen Air Command 的 AI Select,Galaxy AI（按入口）,截至2026-09-08专项支持页；具体版本见model_scope,官方该路径明确Galaxy S26 Ultra的S Pen；不外推S26/Plus或无笔机型。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,识屏与圈选,S26 Ultra S Pen 浮窗菜单,使用 S Pen 打开 Air Command → 选择 AI Select,触控,S26 Ultra S Pen 浮窗菜单,圈选／框选,圈选／框选,屏幕区域识别与动作,屏幕区域识别与动作,依来源所列语言/市场/机型开放；未真机复现。,SRC-069,A,使用 S Pen 打开 Air Command | 选择 AI Select | 点选或勾画目标区域 | 调整范围并选择识别后的动作,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,SAM-F04,Edge AI Select,114,https://www.samsung.com/us/support/answer/ANS10010424/
SAM-E024,samsung,Gemini Ask about screen / page,Google Gemini,按当前专项文档与机型核验，不统一设One UI8.5,兼容Gemini的Galaxy；需Google App默认助理与screen context开关。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,识屏与圈选,Gemini 覆盖层,在当前 App 唤起 Gemini → 点击 Ask about screen / page,触控,Gemini 覆盖层,整屏隐式指代,整屏隐式指代 | 对话指代,屏幕问答,屏幕问答,随设备、地区、语言和应用版本变化,SRC-036,A,在当前 App 唤起 Gemini | 点击 Ask about screen / page | 输入问题并提交 | 查看回复,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,旧SRC-069当前正文没有此流程，改为Google专项操作文档。,,,,,SAM-F05,Gemini问当前屏幕,116,https://support.google.com/gemini/answer/14554984?hl=en-GB
SAM-E029,samsung,主屏 Home Finder 自然语言搜索,Gemini / Bixby / Galaxy AI,One UI8.5起Home Finder；One UI9设置位置有变化,S26起及已适配Galaxy；当前支持录音、通话录音、日历、Notes、Reminders、My Files等,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,桌面与搜索,主屏搜索栏／Finder,点击主屏 Finder 图标 → 输入至少5字符的查询或完整句子,文字,主屏搜索栏／Finder,无指代,无指代 | 对话指代,个人内容搜索,个人内容搜索,高级查询通常需查询语言与系统语言一致,SRC-071,A,点击主屏 Finder 图标 | 输入至少5字符的查询或完整句子 | 查看匹配内容/预订卡 | 点击目标记录,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,官网注释“Android 8.5”是错误表述，正文明确One UI8.5；此审核纠正而不照抄。Home Finder默认关闭。,,,,,SAM-F06,Finder与Gallery搜索,116,https://www.samsung.com/us/support/answer/ANS10013035/
SAM-E046,samsung,Gallery 自然语言搜索,Samsung Gallery,截至2026-09-08专项支持页；具体版本见model_scope,支持自然语言图库搜索的One UI7/8 Galaxy版本；不要将普通关键词搜索等同所有机型AI语义检索。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,原生应用 AI,Samsung Gallery 搜索框,打开 Gallery 并点击搜索 → 输入描述要找的照片或视频,触控,Samsung Gallery 搜索框,混合方式,混合方式,图库自然语言检索,图库自然语言检索,同一搜索入口内部检索能力增强，不能再按每种描述各算一个入口。,SRC-047,A,打开 Gallery 并点击搜索 | 输入描述要找的照片或视频 | 点击键盘搜索并查看结果,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,SAM-F06,Finder与Gallery搜索,116,https://www.samsung.com/us/support/answer/ANS10004612/
SAM-E009,samsung,Now Brief 桌面小组件,Gemini / Bixby / Galaxy AI,One UI7/8文档；旧SRC044根地址现为One UI9，不能继续标8.5,支持Now Brief的Galaxy，如S25/S26及指定适配机型；不能从总览6.1脚注推断全部老机型。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,通知／卡片／主动建议,桌面Now Brief小组件,在主屏点击 Now brief 小组件 → 浏览当前简报,系统主动,桌面Now Brief小组件,主动上下文,主动上下文,个性化简报,个性化简报,随设备、地区、语言和应用版本变化,SRC-047,A,在主屏点击 Now brief 小组件 | 浏览当前简报 | 点击需要的内容卡进入对应详情,SA23-02,相关应用内操作阶段有录屏；独立触发分支仍按说明,LOCAL_MP4_PHASE_EVIDENCE,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F07,Now Brief与Now Bar,117,https://www.samsung.com/us/support/answer/ANS10004612/ | https://www.youtube.com/watch?v=Zu5QRRRMgMk
SAM-E010,samsung,Now Bar 锁屏信息面,Gemini / Bixby / Galaxy AI,One UI7起的Now Bar，按适配机型,支持Now Bar的Galaxy且设置屏幕锁；Now Brief内容需另满足资格。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,锁屏／控制中心,锁屏底部,唤醒锁屏 → 在 Now Bar 上滑选择项目,系统主动,锁屏底部,主动上下文,主动上下文,锁屏活动与简报访问,锁屏活动与简报访问,随设备、地区、语言和应用版本变化,SRC-045,A,唤醒锁屏 | 在 Now Bar 上滑选择项目 | 点开简报或相应活动 | 长按查看可用选项,AUDIMG-059,有界面/功能示意（见媒体边界）,VIDEO_GAP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F07,Now Brief与Now Bar,117,https://www.samsung.com/us/support/answer/ANS10000753/
SAM-E047,samsung,Edge 面板 Now Brief,Galaxy AI Now Brief,截至2026-09-08专项支持页；具体版本见model_scope,支持Now Brief且提供Edge入口的Galaxy；不能套用所有One UI6.1设备。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,系统侧边栏,Edge Apps 面板的 Now Brief,向内滑动 Edge handle → 在面板点击 Now Brief,触控,Edge Apps 面板的 Now Brief,混合方式,混合方式,个人简报,个人简报,依来源所列语言/市场/机型开放；未真机复现。,SRC-047,A,向内滑动 Edge handle | 在面板点击 Now Brief | 阅读当前简报并点击需要的卡片,SA23-02,相关应用内操作阶段有录屏；独立触发分支仍按说明,LOCAL_MP4_PHASE_EVIDENCE,与桌面小组件不同触发位置，后台简报能力同源；入口可分别记录、能力不重复计数。,,,,,SAM-F07,Now Brief与Now Bar,117,https://www.samsung.com/us/support/answer/ANS10004612/ | https://www.youtube.com/watch?v=Zu5QRRRMgMk
SAM-E011,samsung,Now Nudge 键盘上方建议,Gemini / Bixby / Galaxy AI,One UI8.5+指定Galaxy；Z Fold8多窗口单独看,S26及其他已适配Now Nudge机型；不是任意One UI8.5设备。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,通知／卡片／主动建议,兼容应用键盘上方Now Nudge建议,在支持的消息会话查看键盘上方建议 → 点击 Add event 等建议,系统主动,兼容应用键盘上方Now Nudge建议,主动上下文,主动上下文 | 自动对象识别,情境建议 | 日历等应用动作,情境建议；日历等应用动作,随设备、地区、语言和应用版本变化,SRC-070,A,在支持的消息会话查看键盘上方建议 | 点击 Add event 等建议 | 在目标 Calendar 核对事件详情 | 点击 Save,MED-V029,有界面/功能示意（见媒体边界）,LOCAL_CLIP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F08,Now Nudge,118,https://www.samsung.com/us/support/answer/ANS10010355/ | https://images.samsung.com/is/content/samsung/assets/us/f2607/mobile/one-ui/oneui_04_now_nudge_pc_1440x590.mp4
SAM-E028,samsung,Notification Highlights,Gemini / Bixby / Galaxy AI,Galaxy S26支持页,S26及已明确适配功能的Galaxy；不由8.5版本号推全量。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,通知／卡片／主动建议,通知面板,打开通知面板 → 阅读优先排序或聊天摘要,系统主动,通知面板,主动上下文,主动上下文 | 自动对象识别,通知优先排序 | 聊天通知摘要,通知优先排序；聊天通知摘要,随设备、地区、语言和应用版本变化,SRC-069,A,打开通知面板 | 阅读优先排序或聊天摘要 | 展开通知核对原文 | 点击进入原App,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F09,通知摘要与Health Assist,118,https://www.samsung.com/us/support/answer/ANS10010424/
SAM-E037,samsung,Samsung Health Health Assist,Gemini / Bixby / Galaxy AI,Samsung Health 6.27+、Android10+文档条件,符合Health Assist条件的Galaxy；不同指标所需Watch等设备另核。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,通知／卡片／主动建议,Samsung Health 首页,打开 Samsung Health → 查看首页按数据出现的洞察消息,系统主动,Samsung Health 首页,主动上下文,主动上下文,健康数据洞察,健康数据洞察,部分指标依赖兼容 Watch 与持续数据,SRC-045,A,打开 Samsung Health | 查看首页按数据出现的洞察消息 | 点击消息查看详情,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,旧条列Energy Score/睡眠等但总览不逐一证明全部内容；收窄为文档确证的首页洞察消息。,,,,,SAM-F09,通知摘要与Health Assist,118,https://www.samsung.com/us/support/answer/ANS10000753/
SAM-E048,samsung,Flip 外屏建议回复,Galaxy AI Suggested replies,截至2026-09-08专项支持页；具体版本见model_scope,支持页列Z Flip6、Flip7、Flip7FE、Flip8；不外推所有Fold或旧Flip。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,锁屏／控制中心,Galaxy Z Flip 外屏通知,在外屏点击消息通知 → 向上滑动查看建议回复,触控,Galaxy Z Flip 外屏通知,混合方式,混合方式,消息建议回复,消息建议回复,需兼容消息、语言与账户；建议回复不是自主代发。,SRC-045,A,在外屏点击消息通知 | 向上滑动查看建议回复 | 点击合适回复 | 核对后点击发送,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,SAM-F10,Flip外屏建议回复,118,https://www.samsung.com/us/support/answer/ANS10000753/
SAM-E008,samsung,Samsung Keyboard Writing Assist,Gemini / Bixby / Galaxy AI,One UI6.1+指定机型；Chat assist在部分型号改称Writing assist,兼容Galaxy手机、Samsung Keyboard；功能随版本不同；不证明任意第三方键盘都相同。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,键盘与选中文本菜单,Samsung Keyboard,在支持的文本框输入草稿 → 点击键盘工具栏三颗星 Writing assist,触控 | 文字,Samsung Keyboard,文本选择,文本选择,写作改写 | 校对 | 翻译,写作改写；校对；翻译,随设备、地区、语言和应用版本变化,SRC-072,A,在支持的文本框输入草稿 | 点击键盘工具栏三颗星 Writing assist | 选择 Writing style 等处理 | 检查并点击 Replace 或 Copy | 用户决定是否发送,SA25-01 | SA25-02,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F11,Samsung Keyboard写作,119,https://www.samsung.com/us/support/answer/ANS10000943/ | https://www.youtube.com/watch?v=Zu5QRRRMgMk
SAM-E016,samsung,Samsung Notes Note Assist,Gemini / Bixby / Galaxy AI,One UI6.1+指定设备与Samsung Notes,支持Note Assist的Galaxy手机；S Pen不是键入文本处理的必需条件。,以Samsung美国支持站所列海外版本为证；地区、运营商、语言和型号影响功能，中国大陆版未由本轮证实。,地区/机型限定,原生应用 AI,Samsung Notes,打开已有笔记 → 点击键盘上方 Notes assist 三颗星,触控,Samsung Notes,文本选择,文本选择 | 整屏隐式指代,笔记摘要 | 笔记格式化,笔记摘要；笔记格式化,摘要/自动格式化至少200字符；语言、账户与网络按功能限定。,SAM-QA-S001,A,打开已有笔记 | 点击键盘上方 Notes assist 三颗星 | 选择 Summarize | 选择摘要风格 | 选择 Copy、Replace 或 Add to,AUDIMG-044 | AUDIMG-039 | AUDIMG-038 | AUDIMG-037 | AUDIMG-034 | AUDIMG-033 | AUDIMG-032 | AUDIMG-031 | AUDIMG-030 | AUDIMG-029 | AUDIMG-028 | AUDIMG-027 | AUDIMG-026 | AUDIMG-025 | AUDIMG-024 | SA23-01,相关应用内操作阶段有录屏；独立触发分支仍按说明,LOCAL_MP4_PHASE_EVIDENCE,截至2026-09-08核对官方正文；机型、系统和App版本分别限定。,,,,,SAM-F12,Samsung Notes整理,120,https://www.samsung.com/us/support/answer/ANS10000941/ | https://www.youtube.com/watch?v=Zu5QRRRMgMk
